generation,N_shifts,logPrior,logLik,eventRate,acceptRate
5290000,28,97.1782,-3374.34,10.3765,0.33082
5300000,33,116.259,-3358.84,19.3507,0.3423
5310000,32,115.83,-3377.03,16.517,0.328367
5320000,33,105.363,-3348.5,17.1637,0.3405
5330000,29,104.368,-3371.8,11.917,0.33925
5340000,34,110.34,-3363.52,19.8033,0.3328
5350000,33,106.905,-3367.88,18.629,0.339776
5360000,31,107.171,-3352.88,15.8693,0.3243
5370000,33,128.968,-3346.33,10.6143,0.3386
5380000,28,104.561,-3355.25,12.2985,0.3303
5390000,30,104.768,-3362.58,16.9282,0.3303
5400000,31,105.241,-3383.47,23.4138,0.3252
5410000,29,101.439,-3372.63,17.4659,0.3446
5420000,28,105.188,-3362.93,8.6616,0.336462
5430000,32,107.35,-3369.8,13.1274,0.3428
5440000,30,104.564,-3365.7,18.9733,0.3161
5450000,30,104.589,-3369.65,13.0463,0.3498
5460000,33,111.486,-3348.12,20.5596,0.32885
5470000,31,97.0974,-3375.27,20.3583,0.33875
5480000,27,77.9427,-3379.81,12.9093,0.340469
5490000,25,82.9897,-3365.98,12.9835,0.32625
5500000,27,93.5647,-3376.65,14.0858,0.3332
5510000,32,115.104,-3381.56,15.5672,0.335967
5520000,34,116.075,-3372.53,14.0207,0.349217
5530000,27,94.6225,-3394.43,16.2676,0.3292
5540000,28,91.6881,-3381.39,13.0269,0.34428
5550000,29,77.813,-3366.37,17.0827,0.333967
5560000,26,91.9836,-3368.97,15.2326,0.3347
5570000,32,124.608,-3374.56,15.3542,0.337875
5580000,34,108.614,-3372.47,21.9468,0.3403
5590000,27,93.1022,-3362.05,15.4121,0.338267
5600000,29,91.9359,-3358.8,16.9125,0.3311
5610000,33,118.243,-3365.61,18.7894,0.33985
5620000,29,97.5246,-3386.83,13.2221,0.343291
5630000,27,100.097,-3347.87,13.1159,0.33885
5640000,33,108.159,-3364.02,14.2352,0.332517
5650000,33,116.888,-3352.52,13.5729,0.3451
5660000,30,96.9137,-3354.66,20.1385,0.3353
5670000,36,121.79,-3362.53,17.8713,0.3279
5680000,32,113.936,-3349.46,16.8518,0.3256
5690000,36,133.317,-3360.09,14.0504,0.3499
5700000,28,109.925,-3375.55,11.8838,0.329986
5710000,37,118.222,-3358.15,23.2907,0.33985
5720000,38,117.281,-3351.65,22.2655,0.330292
5730000,32,121.255,-3366.33,16.8611,0.336433
5740000,34,113.627,-3347.72,17.2661,0.356867
5750000,31,104.767,-3381.16,15.3942,0.336869
5760000,33,120.301,-3358.78,16.1448,0.3462
5770000,31,108.651,-3354.59,16.3885,0.351
5780000,32,118.639,-3365,18.3241,0.343683
5790000,33,102.915,-3344.74,19.6157,0.33525
5800000,32,112.522,-3361.22,15.6812,0.33935
5810000,25,72.881,-3377.06,11.6154,0.3241
5820000,31,101.45,-3374,21.7956,0.329886
5830000,36,122.42,-3374.18,14.8045,0.329725
5840000,26,91.6173,-3362.26,11.0213,0.330555
5850000,28,92.7913,-3360.77,16.2063,0.33075
5860000,26,69.3331,-3395.83,18.2906,0.3258
5870000,30,93.7155,-3374.48,17.4686,0.32975
5880000,25,83.6847,-3391.96,12.7488,0.32105
5890000,33,108.233,-3358.34,16.7132,0.334483
5900000,31,97.6071,-3362.07,14.1506,0.322767
5910000,33,97.6094,-3360.03,17.8555,0.3228
5920000,32,96.3116,-3389.14,18.943,0.32785
5930000,27,71.4854,-3355.91,12.8339,0.322922
5940000,31,88.6326,-3360.96,17.2647,0.3036
5950000,31,92.9037,-3368.49,20.3969,0.323
5960000,32,96.1765,-3356.11,15.2929,0.346743
5970000,27,75.775,-3359.8,14.6981,0.320633
5980000,32,109.406,-3369.52,17.2181,0.340067
5990000,37,128.359,-3355.11,20.6894,0.341567
6000000,34,113.272,-3357.8,18.61,0.3538
6010000,42,143.267,-3379.08,25.1426,0.3566
6020000,34,122.907,-3361.58,16.1189,0.3675
6030000,27,86.5422,-3396.76,13.164,0.335509
6040000,29,97.4053,-3380.6,12.2622,0.34645
6050000,36,121.388,-3361.73,12.9653,0.3356
6060000,37,122.094,-3367.78,16.928,0.3539
6070000,32,107.402,-3379.57,10.7592,0.32808
6080000,28,90.9319,-3372.46,14.6128,0.3399
6090000,25,80.4549,-3385.57,12.5968,0.337344
6100000,29,86.6339,-3366.69,13.9926,0.3345
6110000,24,73.7044,-3380.47,9.26949,0.321075
6120000,29,93.0511,-3367.33,16.9892,0.3253
6130000,26,89.1914,-3386.59,12.0421,0.3248
6140000,27,97.1778,-3379.81,13.4012,0.323867
6150000,30,113.76,-3381.6,14.6267,0.3203
6160000,30,106.955,-3385.03,14.0376,0.338467
6170000,27,84.4692,-3421.59,19.2493,0.328321
6180000,32,111.789,-3368.17,16.7122,0.336683
6190000,29,92.6911,-3378.25,12.8704,0.33755
6200000,28,89.9865,-3388.44,14.4767,0.3401
6210000,30,89.8233,-3374.53,15.7763,0.33615
6220000,32,106.043,-3388.56,14.3769,0.3575
6230000,32,105.969,-3389.68,12.2097,0.331233
6240000,26,88.64,-3368.09,9.79817,0.3248
6250000,25,90.0592,-3411.23,14.3836,0.345322
6260000,25,90.2156,-3396.6,8.87505,0.3406
6270000,26,93.4584,-3383.19,5.72088,0.3141
6280000,27,81.7598,-3378.4,12.1195,0.3175
6290000,32,111.773,-3357.08,16.7383,0.32305
6300000,27,98.8249,-3380.48,12.8855,0.32925
6310000,33,121.142,-3381.27,18.8487,0.3319
6320000,26,91.5745,-3399.04,11.272,0.3362
6330000,26,75.8174,-3376.69,15.5855,0.3306
6340000,34,116.119,-3354.01,15.921,0.34144
6350000,28,101.457,-3366.76,15.9199,0.341
6360000,32,106.964,-3360.61,19.301,0.358467
6370000,36,124.177,-3369.93,21.0328,0.3442
6380000,32,107.179,-3360.56,14.7821,0.327925
6390000,28,87.266,-3396.96,11.5439,0.339532
6400000,33,116.813,-3360.42,18.6726,0.34854
6410000,30,102.824,-3358.74,11.503,0.330767
6420000,31,106.191,-3352.99,16.3687,0.34335
6430000,32,104.506,-3366.67,14.3622,0.3319
6440000,34,127.834,-3357.6,12.1112,0.332
6450000,30,98.6277,-3370.85,16.6726,0.3443
6460000,29,107.949,-3350.94,12.0954,0.3264
6470000,31,104.319,-3363.64,13.8275,0.3502
6480000,26,89.6344,-3403.43,12.7625,0.332744
6490000,34,106.535,-3344.98,18.5185,0.32905
6500000,27,86.1006,-3372.94,16.357,0.324746
6510000,30,98.3197,-3367.86,19.178,0.337033
6520000,31,109.932,-3345.09,16.1852,0.3557
6530000,33,116.471,-3367.28,16.7301,0.335067
6540000,29,106.694,-3366.71,12.2258,0.3398
6550000,33,116.62,-3358.85,14.4562,0.3557
6560000,31,107.698,-3357.55,11.0785,0.336175
6570000,35,114.981,-3356.92,18.4465,0.3404
6580000,29,89.4834,-3374.44,20.1699,0.33224
6590000,31,101.965,-3368,16.0429,0.3247
6600000,30,92.4046,-3355.82,16.6276,0.331573
6610000,31,116.815,-3367.94,14.2259,0.3486
6620000,25,81.176,-3369.47,16.5921,0.334875
6630000,31,115.225,-3354.2,15.3219,0.3363
6640000,31,93.9588,-3356.71,18.6859,0.332367
6650000,28,89.0503,-3357.21,13.2062,0.3253
6660000,28,101.552,-3354.53,13.8859,0.3078
6670000,33,121.779,-3371.45,13.4542,0.32918
6680000,32,102.528,-3373.93,12.8725,0.3496
6690000,32,91.0972,-3364.45,17.9087,0.33405
6700000,30,92.8951,-3364.95,16.0455,0.3405
6710000,29,102.02,-3373.23,12.8652,0.33168
6720000,28,88.7458,-3385.1,18.3591,0.323131
6730000,31,111.679,-3383.28,16.6041,0.3482
6740000,29,92.2417,-3376.96,17.5073,0.321867
6750000,32,110.399,-3383.99,14.8814,0.336657
6760000,31,99.5658,-3374.66,17.1783,0.3211
6770000,33,107.113,-3379.2,16.575,0.3278
6780000,31,116.688,-3359.97,15.6196,0.33492
6790000,28,96.1822,-3373.96,13.7702,0.3144
6800000,31,108.719,-3364.52,16.2271,0.32385
6810000,29,87.1781,-3364.84,15.139,0.33435
6820000,35,103.97,-3354.16,19.9582,0.3212
6830000,37,111.767,-3355.5,21.554,0.336
6840000,27,83.5445,-3372.11,16.7068,0.332675
6850000,32,110.887,-3385.29,16.8621,0.3314
6860000,29,83.1253,-3365.05,17.1596,0.320667
6870000,27,103.612,-3377.31,11.8271,0.32565
6880000,31,107.957,-3361.08,16.3964,0.322256
6890000,30,96.833,-3379.02,16.0697,0.310933
6900000,34,108.044,-3367.45,22.1991,0.32271
6910000,31,101.205,-3367.98,13.7426,0.326167
6920000,30,87.8545,-3382.14,18.2176,0.312133
6930000,34,104.685,-3365.31,21.8727,0.3346
6940000,37,128.566,-3352.56,17.7452,0.3577
6950000,31,96.0806,-3364.42,17.1869,0.3276
6960000,25,78.0382,-3382.02,14.3092,0.3306
6970000,38,103.228,-3378.94,22.1731,0.32374
6980000,31,101.426,-3362.29,16.9341,0.3208
6990000,33,114.487,-3368.26,11.7419,0.325158
7000000,34,105.397,-3360.64,16.1787,0.351
7010000,35,119.881,-3371.36,23.9757,0.33505
7020000,26,80.2667,-3376.06,12.912,0.3358
7030000,30,102.836,-3375,16.9103,0.332533
7040000,25,92.1432,-3374.71,13.0102,0.3286
7050000,26,82.8054,-3371.93,13.195,0.3282
7060000,27,93.6886,-3377.4,17.9099,0.337
7070000,30,98.4658,-3377.37,13.9238,0.330775
7080000,29,92.0527,-3368.46,15.2408,0.3089
7090000,31,103.392,-3363.44,15.4287,0.338438
7100000,28,103.092,-3371.52,12.1226,0.327793
7110000,31,107.307,-3364.78,15.1407,0.32165
7120000,31,95.5126,-3367.52,18.7745,0.32915
7130000,28,91.4143,-3366.56,12.2598,0.31074
7140000,31,104.364,-3367.28,15.1513,0.3216
7150000,30,101.115,-3350.84,18.1844,0.317544
7160000,32,109.331,-3371.63,15.4748,0.3153
7170000,32,107.97,-3355.57,20.5229,0.32504
7180000,32,112.239,-3346.43,16.8654,0.3344
7190000,29,87.5618,-3369.84,16.1701,0.3097
7200000,28,85.1631,-3380.66,14.7752,0.3053
7210000,26,83.7729,-3398.89,12.1717,0.33632
7220000,27,88.7732,-3364.64,12.6161,0.324409
7230000,28,98.3019,-3372.78,13.9152,0.3224
7240000,32,116.489,-3374.29,12.2848,0.32912
7250000,36,115.696,-3361.6,13.0652,0.333167
7260000,29,98.2949,-3370.99,17.4305,0.3136
7270000,29,99.1148,-3371.46,11.8589,0.3041
7280000,26,75.2432,-3384.68,15.4252,0.326043
7290000,29,101.596,-3371.9,15.0861,0.321533
7300000,30,102.654,-3368.58,12.8393,0.32972
7310000,32,110.207,-3356.39,17.3305,0.35
7320000,28,85.3309,-3376.78,19.0799,0.3209
7330000,31,92.6013,-3342.96,14.2151,0.32158
7340000,31,105.227,-3367.29,16.6635,0.33546
7350000,30,107.118,-3378.01,12.9629,0.338825
7360000,27,79.8194,-3367.28,21.2092,0.3312
7370000,32,94.7226,-3356.9,18.3364,0.3244
7380000,28,100.62,-3366.32,10.3205,0.3216
7390000,29,93.2576,-3354.93,15.9444,0.31775
7400000,29,100.484,-3358.85,12.0738,0.326633
7410000,25,72.3892,-3367.96,18.3351,0.314856
7420000,31,95.7077,-3364.2,16.9291,0.339825
7430000,35,119.453,-3349.4,15.42,0.330525
7440000,29,89.642,-3381.46,14.1217,0.32615
7450000,33,113.977,-3364.55,16.1016,0.3345
7460000,36,112.49,-3348.02,16.767,0.342167
7470000,29,99.1474,-3368.22,14.3817,0.332
7480000,30,98.8931,-3354.59,14.5474,0.3345
7490000,29,102.855,-3364.92,13.4014,0.3332
7500000,28,90.6757,-3373.35,12.907,0.322011
7510000,31,116.193,-3346.89,14.9646,0.34425
7520000,35,123.411,-3351.79,19.589,0.3441
7530000,35,120.851,-3363.21,16.462,0.332118
7540000,33,105.457,-3368.88,19.7262,0.33055
7550000,30,104.347,-3377.29,17.3835,0.351
7560000,23,81.6833,-3387.35,9.99601,0.3511
7570000,30,94.1794,-3362.55,22.5774,0.34352
7580000,38,142.054,-3356.84,20.0325,0.3469
7590000,36,123.028,-3341.75,21.0199,0.3383
7600000,26,79.7691,-3369.16,18.5714,0.33408
7610000,36,118.599,-3337.04,17.6225,0.35115
7620000,32,102.379,-3331.4,20.7004,0.3427
7630000,26,91.4772,-3353.41,15.4195,0.321543
7640000,27,83.7721,-3368.28,16.0833,0.328606
7650000,33,108.082,-3361.55,20.5652,0.33265
7660000,33,115.52,-3350.6,15.6473,0.335825
7670000,32,107.051,-3355.13,17.2659,0.3442
7680000,30,92.275,-3367.67,9.43823,0.31845
7690000,30,92.4159,-3360.78,15.1555,0.337
7700000,27,81.5211,-3374.41,17.5141,0.32458
7710000,27,93.9919,-3370.84,10.7322,0.308467
7720000,28,104.559,-3357.63,14.6205,0.331133
7730000,33,120.696,-3355.02,17.0842,0.3322
7740000,31,104.702,-3362.27,15.2246,0.3294
7750000,37,129.259,-3358.11,19.0022,0.3241
7760000,31,110.077,-3375.9,20.6093,0.331745
7770000,27,100.881,-3378.9,13.5821,0.3591
7780000,31,97.0573,-3376.28,26.2819,0.341786
7790000,32,108.847,-3347.07,18.8702,0.34375
7800000,27,98.8523,-3375.07,14.4033,0.32786
7810000,29,94.0526,-3386.86,18.6585,0.327875
7820000,29,103.142,-3365.07,19.4112,0.336925
7830000,31,119.072,-3358.39,11.0315,0.339725
7840000,35,120.398,-3349.63,19.7628,0.3416
7850000,27,80.9489,-3366.55,9.90062,0.330333
7860000,30,97.2592,-3347.7,15.408,0.3305
7870000,30,113.67,-3363.62,9.04745,0.33455
7880000,38,147.704,-3340.71,17.4002,0.34305
7890000,31,116.613,-3375.42,14.4459,0.352
7900000,39,129.528,-3344.65,18.1256,0.32034
7910000,38,123.925,-3365.32,18.217,0.348217
7920000,36,125.812,-3350.55,14.475,0.3483
7930000,33,117.361,-3353.52,11.4871,0.343333
7940000,32,114.676,-3348.41,16.5366,0.3409
7950000,34,109.637,-3367.9,18.6176,0.3305
7960000,29,93.9662,-3380.37,15.537,0.334143
7970000,34,114.476,-3360.66,17.1706,0.33856
7980000,34,110.045,-3344.4,18.7888,0.3446
7990000,28,96.562,-3365.6,14.755,0.337
8000000,33,111.934,-3343.2,18.5783,0.35125
8010000,26,89.3889,-3364.5,12.4739,0.3292
8020000,36,132.148,-3344.39,15.4357,0.3525
8030000,31,109.269,-3370.66,12.5438,0.340975
8040000,25,78.9067,-3366.55,11.3223,0.326533
8050000,31,97.99,-3363.23,12.6368,0.3299
8060000,33,122.067,-3357.58,15.1653,0.336925
8070000,36,110.743,-3352.65,23.3703,0.31825
8080000,32,103.653,-3364.76,13.8179,0.3376
8090000,34,111.507,-3349.5,20.9622,0.341533
8100000,28,93.1992,-3377.12,12.768,0.329667
8110000,31,99.1819,-3354.71,17.1073,0.33045
8120000,30,97.1545,-3356.25,11.4246,0.343675
8130000,33,103.834,-3349.2,17.2021,0.32665
8140000,31,94.8055,-3361.21,16.0818,0.3372
8150000,32,91.9351,-3360.48,22.4406,0.3393
8160000,31,102.361,-3377.68,21.2105,0.329583
8170000,30,89.9971,-3354.9,18.9052,0.3377
8180000,26,94.211,-3382.1,10.8292,0.35095
8190000,25,73.8287,-3366.71,13.8463,0.336786
8200000,27,76.4514,-3389.67,21.9392,0.316726
8210000,26,71.9046,-3363.53,14.6703,0.33015
8220000,33,114.534,-3359.76,13.9988,0.3222
8230000,40,135.968,-3364.02,18.9908,0.3523
8240000,30,104.774,-3364.01,10.1363,0.33235
8250000,32,113.692,-3371.38,15.1292,0.3413
8260000,32,101.433,-3359.21,18.2023,0.3293
8270000,36,114.916,-3360.89,20.0324,0.3362
8280000,26,81.0915,-3363.67,14.0756,0.33494
8290000,27,80.6711,-3368.44,14.4216,0.33335
8300000,31,101.267,-3381.12,14.5288,0.3202
8310000,31,95.615,-3388.47,14.769,0.3327
8320000,28,90.8504,-3377.96,13.1837,0.3247
8330000,29,104.382,-3381.99,14.2222,0.3308
8340000,25,90.071,-3370.03,8.44615,0.32185
8350000,27,83.7213,-3373.27,21.5854,0.31895
8360000,34,117.315,-3360.84,14.863,0.327713
8370000,36,119.968,-3351.47,24.6192,0.33195
8380000,38,130.336,-3345.74,18.7012,0.3548
8390000,36,125.984,-3340.25,17.0279,0.33204
8400000,30,99.7211,-3360.44,17.2021,0.3528
8410000,37,137.002,-3351,19.1817,0.34712
8420000,33,108.573,-3338.18,15.8079,0.332575
8430000,31,105.278,-3351.11,12.285,0.3287
8440000,34,114.513,-3332.34,14.9257,0.356233
8450000,29,86.6699,-3373.86,13.7826,0.32118
8460000,38,113.665,-3347.32,18.8568,0.321967
8470000,41,133.696,-3362.33,21.8828,0.331859
8480000,33,113.141,-3348.39,25.7178,0.336325
8490000,31,112.4,-3361.69,16.9236,0.3454
8500000,32,114.435,-3365.36,16.1985,0.3296
8510000,32,104.651,-3356.11,12.2679,0.3326
8520000,30,102.866,-3351.45,17.8241,0.33805
8530000,28,93.3467,-3363.06,14.1703,0.334567
8540000,37,123.832,-3350.25,17.9443,0.34855
8550000,33,109.106,-3340.34,20.2148,0.3569
8560000,35,128.965,-3356.08,17.3986,0.3363
8570000,41,132.538,-3370.98,18.2093,0.335617
8580000,30,96.6597,-3356.41,15.7549,0.3317
8590000,29,97.2863,-3347.74,16.8335,0.342
8600000,35,109.192,-3365.1,20.4876,0.333657
8610000,34,111.039,-3344.68,19.7382,0.3384
8620000,30,103.8,-3351.83,16.2382,0.331
8630000,36,123.655,-3338.36,18.8822,0.34215
8640000,37,122.47,-3358.11,16.2457,0.347
8650000,34,115.876,-3340.65,14.9248,0.3406
8660000,34,119.366,-3338.78,14.6045,0.3269
8670000,26,95.619,-3377.2,11.9564,0.31615
8680000,29,102.197,-3366.1,13.8818,0.338533
8690000,28,90.1251,-3378.4,13.2141,0.31795
8700000,31,100.941,-3357.02,15.2749,0.32875
8710000,32,99.6687,-3379.58,16.5666,0.33
8720000,32,119.436,-3356.88,12.3673,0.3404
8730000,29,101.969,-3366.26,14.5429,0.330443
8740000,35,124.317,-3352.99,14.1241,0.32785
8750000,35,116.664,-3366.06,17.7632,0.3439
8760000,32,96.3544,-3391.21,17.5357,0.324757
8770000,27,87.7854,-3383.1,14.2648,0.326788
8780000,28,91.3591,-3381.45,15.2784,0.3133
8790000,25,84.6952,-3373.28,18.508,0.319833
8800000,33,107.758,-3349.46,19.8104,0.329843
8810000,31,109.935,-3356.99,13.9977,0.333183
8820000,36,114.821,-3342.11,27.3177,0.34275
8830000,43,159.244,-3346.82,20.7027,0.3519
8840000,24,75.8258,-3390.39,15.1156,0.326983
8850000,33,106.515,-3369.23,19.513,0.33545
8860000,32,101.375,-3378.93,19.8396,0.3266
8870000,31,101.945,-3342.33,15.0614,0.336867
8880000,31,99.5478,-3386.48,14.4046,0.346
8890000,40,135.092,-3327.26,18.6313,0.3537
8900000,42,149.95,-3350.36,20.3872,0.3362
8910000,38,119.215,-3332.79,29.6656,0.3521
8920000,34,102.229,-3358.37,26.4182,0.3432
8930000,30,84.0324,-3349.45,19.2741,0.3298
8940000,33,108.268,-3341.14,20.3538,0.341945
8950000,30,96.2463,-3364.72,20.407,0.3294
8960000,31,118.259,-3366.62,12.4153,0.33835
8970000,35,103.903,-3347.37,18.3489,0.334925
8980000,31,106.276,-3358.1,16.4144,0.3384
8990000,30,108.032,-3374.92,14.6015,0.331691
9000000,31,105.773,-3354.06,16.8183,0.3329
9010000,30,109.88,-3353.63,10.337,0.3287
9020000,34,118.26,-3375.21,19.9933,0.339
9030000,31,105.514,-3364.24,16.6308,0.340133
9040000,34,120.252,-3361.68,15.3498,0.3238
9050000,28,92.1066,-3360.05,16.8711,0.333133
9060000,32,105.26,-3353.21,15.6824,0.339433
9070000,33,118.404,-3363.23,18.8483,0.3223
9080000,31,110.428,-3357.76,13.6666,0.3369
9090000,30,103.117,-3357.35,15.2112,0.3267
9100000,32,105.48,-3359.1,15.3948,0.324075
9110000,30,95.3432,-3361.02,13.4199,0.33624
9120000,26,87.2218,-3376.63,10.5558,0.329333
9130000,29,81.0537,-3375.79,15.8657,0.316
9140000,32,107.167,-3364.84,17.636,0.331967
9150000,31,110.778,-3369.88,13.9362,0.3475
9160000,29,97.1482,-3381.12,13.7713,0.334267
9170000,31,110.518,-3374.78,13.7713,0.336925
9180000,34,115.555,-3347.2,13.5898,0.3386
9190000,27,93.4673,-3363.81,11.3764,0.325347
9200000,35,117.587,-3368.72,18.4076,0.34295
9210000,28,104.11,-3354.29,13.0628,0.33522
9220000,30,105.935,-3376.69,16.2272,0.331733
9230000,32,111.358,-3380.71,17.7617,0.3276
9240000,30,96.0194,-3374.83,12.6114,0.32935
9250000,30,108.001,-3392.43,12.4712,0.33406
9260000,32,115.957,-3388.95,17.442,0.3302
9270000,27,88.5095,-3370.94,10.9723,0.3249
9280000,32,111.573,-3359.44,13.0615,0.3337
9290000,31,98.9188,-3360.39,18.0568,0.3266
9300000,35,107.577,-3354.31,15.8992,0.3223
9310000,34,115.199,-3350.02,15.9888,0.3438
9320000,28,88.1746,-3363.34,18.0758,0.3203
9330000,28,92.2207,-3360.38,10.731,0.3305
9340000,39,131.662,-3353.11,16.6157,0.327275
9350000,29,94.813,-3386.58,16.3239,0.3421
9360000,26,85.6598,-3368.53,11.9561,0.319189
9370000,31,116.357,-3385.16,17.2733,0.351367
9380000,26,72.4942,-3360.63,17.2861,0.329978
9390000,31,95.1132,-3359.57,14.3449,0.326333
9400000,27,95.3705,-3400.9,14.6639,0.3303
9410000,34,118.694,-3369.03,16.1419,0.342675
9420000,27,85.7532,-3392.22,15.4641,0.32755
9430000,34,106.41,-3366.85,20.0889,0.33455
9440000,35,103.163,-3369.04,19.6612,0.3469
9450000,28,89.2924,-3383.88,11.4686,0.324033
9460000,31,107.164,-3370.23,12.0977,0.324586
9470000,29,99.0232,-3355.85,10.6956,0.321489
9480000,34,107.345,-3383.15,18.2876,0.327767
9490000,36,110.823,-3361.92,22.075,0.33536
9500000,31,104.494,-3365.38,16.2125,0.33
9510000,31,113.753,-3370.4,14.1871,0.326067
9520000,31,99.1303,-3373.95,11.5579,0.33248
9530000,33,96.9184,-3362.52,17.8914,0.324157
9540000,37,95.3987,-3379.1,21.7504,0.3426
9550000,26,75.7736,-3386.92,20.3217,0.3478
9560000,28,100.903,-3373.87,9.56168,0.3334
9570000,26,82.1067,-3381.38,11.6967,0.3201
9580000,29,83.2085,-3349.16,17.2189,0.3394
9590000,30,100.838,-3369.86,17.3124,0.324725
9600000,33,111.951,-3348.51,16.8904,0.33466
9610000,30,103.956,-3370,15.8178,0.329533
9620000,32,103.414,-3378.08,17.674,0.345933
9630000,27,93.6967,-3390.99,9.82086,0.327733
9640000,27,99.8001,-3382.84,12.3373,0.3154
9650000,34,120.99,-3343.19,16.1014,0.329525
9660000,33,113.124,-3364.16,13.0616,0.3567
9670000,28,93.4931,-3385.29,15.4961,0.336667
9680000,26,91.2501,-3379.88,10.68,0.3268
9690000,36,128.751,-3350.81,14.4722,0.336289
9700000,37,135.167,-3336.35,15.9368,0.3338
9710000,33,110.696,-3346.1,18.9136,0.3408
9720000,36,129.671,-3353.57,12.704,0.3402
9730000,33,103.612,-3362.81,23.3903,0.3405
9740000,34,122.436,-3347.7,14.1003,0.336
9750000,28,91.1711,-3381.01,16.5858,0.3213
9760000,30,95.9144,-3372.41,19.362,0.3224
9770000,31,100.748,-3357.85,12.6086,0.323189
9780000,32,109.561,-3364.83,14.2564,0.334955
9790000,31,102.663,-3344.17,15.9139,0.33252
9800000,31,94.6506,-3359.29,19.2015,0.3322
9810000,31,85.1123,-3359.09,16.2656,0.301425
9820000,31,105.961,-3367.81,14.088,0.337317
9830000,30,96.1939,-3356.59,14.7033,0.3245
9840000,27,99.5234,-3373.6,11.3097,0.3364
9850000,30,92.6597,-3370.05,16.2038,0.328857
9860000,38,138.6,-3345.17,18.5547,0.33655
9870000,38,130.656,-3359.99,20.9419,0.3502
9880000,30,94.3297,-3352.85,13.7926,0.334433
9890000,33,116.396,-3355.89,20.4251,0.34165
9900000,31,102.309,-3353.48,16.6479,0.3306
9910000,29,97.2706,-3375.27,15.624,0.323017
9920000,31,107.972,-3386.5,17.8853,0.3434
9930000,30,111.348,-3371.05,17.8267,0.3516
9940000,32,106.314,-3378.68,13.1114,0.333575
9950000,33,111.42,-3379.05,20.1145,0.327943
9960000,30,98.7737,-3392.35,17.1342,0.336137
9970000,28,99.1139,-3375.31,14.2113,0.3316
9980000,32,116.234,-3358.09,10.9674,0.339975
9990000,33,107.007,-3367.41,15.0384,0.32045
