,i,lambda0,lambda1,mu0,mu1,q01,q10,p,div0,div1
231,231,0.135484647,0.512654922,0.138465808,0.090874585,0.009634794,0.445735703,-3828.369604,-0.00298116,0.421780337
232,232,0.126836629,0.501080324,0.14063317,0.088665233,0.009241847,0.447888651,-3828.263111,-0.013796541,0.412415091
233,233,0.15271558,0.495004716,0.165655432,0.087210527,0.010407334,0.446996966,-3828.130085,-0.012939852,0.407794189
234,234,0.158264092,0.494077179,0.164158718,0.090186129,0.009694202,0.434227302,-3827.309408,-0.005894625,0.40389105
235,235,0.158583728,0.491927148,0.168395346,0.088423544,0.009881572,0.434969904,-3827.676909,-0.009811618,0.403503604
236,236,0.168512878,0.492486883,0.181957023,0.091469088,0.00969818,0.432755982,-3828.85734,-0.013444145,0.401017794
237,237,0.178627739,0.482107515,0.179466613,0.080063422,0.008707218,0.425289751,-3828.843873,-0.000838874,0.402044092
238,238,0.172565685,0.476821414,0.177661779,0.082223547,0.009408121,0.425367655,-3827.902793,-0.005096094,0.394597868
239,239,0.167662278,0.476240749,0.170062516,0.082103022,0.009284807,0.431847909,-3828.164328,-0.002400239,0.394137727
240,240,0.168715484,0.484782784,0.180413958,0.074352208,0.008529547,0.439169088,-3827.838022,-0.011698474,0.410430576
241,241,0.170861057,0.486810507,0.181652373,0.076931503,0.010049734,0.451715678,-3828.853491,-0.010791316,0.409879004
242,242,0.171078492,0.488239784,0.178894687,0.076689806,0.009095775,0.449454157,-3828.253608,-0.007816194,0.411549979
243,243,0.173096456,0.488882096,0.177824931,0.079097902,0.009380598,0.436585642,-3828.608551,-0.004728475,0.409784194
244,244,0.177070503,0.480228104,0.194760523,0.073350583,0.009816347,0.44493925,-3830.827705,-0.01769002,0.406877522
245,245,0.185973449,0.483281371,0.191331889,0.073314484,0.009721725,0.445274592,-3829.631716,-0.00535844,0.409966887
246,246,0.18388933,0.489556803,0.185111919,0.075659427,0.00935384,0.449078465,-3829.959192,-0.001222589,0.413897376
247,247,0.171249036,0.493879384,0.174192003,0.07211179,0.007768983,0.442736684,-3828.314129,-0.002942967,0.421767594
248,248,0.160742168,0.491545388,0.176079573,0.077893897,0.008760292,0.440833814,-3828.417464,-0.015337405,0.413651491
249,249,0.173979424,0.494971936,0.18346235,0.076904258,0.008741319,0.455853358,-3828.837067,-0.009482927,0.418067677
250,250,0.179230917,0.497074727,0.188423362,0.070733675,0.00855719,0.455467974,-3828.599605,-0.009192445,0.426341051
251,251,0.17135153,0.490392927,0.180737287,0.072534628,0.009902833,0.461977265,-3828.969683,-0.009385757,0.417858299
252,252,0.167186382,0.502902221,0.179309457,0.084296573,0.01058173,0.461737541,-3828.99975,-0.012123075,0.418605647
253,253,0.161646501,0.50889984,0.166576798,0.07938162,0.009261151,0.456354739,-3828.699882,-0.004930297,0.42951822
254,254,0.1634931,0.508948158,0.16580221,0.078351958,0.008144771,0.48209026,-3835.4478,-0.00230911,0.4305962
255,255,0.161777206,0.534175069,0.179263989,0.085747709,0.010673431,0.496289703,-3830.470175,-0.017486783,0.44842736
256,256,0.158821137,0.537617567,0.175175854,0.085784365,0.009642201,0.48716693,-3830.216341,-0.016354716,0.451833201
257,257,0.167693662,0.530888431,0.180456892,0.079475976,0.008772885,0.492828225,-3830.572177,-0.01276323,0.451412455
258,258,0.174224936,0.53456234,0.194501928,0.068102685,0.007957578,0.501540966,-3832.756138,-0.020276992,0.466459655
259,259,0.188108691,0.535718964,0.198821413,0.065945859,0.007661148,0.500223787,-3832.791352,-0.010712723,0.469773105
260,260,0.191659196,0.526963294,0.197927572,0.060457157,0.008070786,0.49899109,-3832.700961,-0.006268376,0.466506137
261,261,0.182786634,0.523363002,0.197916805,0.060984529,0.009772456,0.49956006,-3831.426747,-0.015130171,0.462378473
262,262,0.185076073,0.516367071,0.197571411,0.070976337,0.009433022,0.48253635,-3830.363849,-0.012495338,0.445390733
263,263,0.17715987,0.504626166,0.175742766,0.057732909,0.008708191,0.476466137,-3831.753575,0.001417104,0.446893257
264,264,0.173202502,0.495908802,0.177630658,0.040965518,0.007102588,0.473640187,-3830.171485,-0.004428156,0.454943284
265,265,0.17835308,0.484210371,0.178034661,0.040025851,0.007265712,0.456897209,-3831.084324,0.00031842,0.444184519
266,266,0.168852763,0.473800288,0.180818017,0.035445348,0.007694887,0.475562779,-3830.170937,-0.011965253,0.43835494
267,267,0.174979176,0.478499057,0.171875345,0.032502108,0.008089043,0.483504344,-3832.170128,0.003103831,0.445996949
268,268,0.149455804,0.491505435,0.155245291,0.033112195,0.009147952,0.499602044,-3828.485236,-0.005789487,0.45839324
269,269,0.149802081,0.498717381,0.155921662,0.040304985,0.009492398,0.484525513,-3829.519666,-0.006119581,0.458412397
270,270,0.146162784,0.497104982,0.159416822,0.057991191,0.012666003,0.492541939,-3829.897163,-0.013254039,0.439113791
271,271,0.153684879,0.495443299,0.174290985,0.060393101,0.012639338,0.475216336,-3833.631861,-0.020606106,0.435050198
272,272,0.153154158,0.48193648,0.154806795,0.056088606,0.009498831,0.462040641,-3827.503531,-0.001652637,0.425847874
273,273,0.146729114,0.482455324,0.157236677,0.055074444,0.010323969,0.460148006,-3827.604679,-0.010507563,0.42738088
274,274,0.14696914,0.475850482,0.151794511,0.055944498,0.010722709,0.447311176,-3829.170124,-0.004825371,0.419905985
275,275,0.135117417,0.467471409,0.130081794,0.057398329,0.010975293,0.456459778,-3829.575283,0.005035623,0.41007308
276,276,0.117401966,0.475494612,0.122980826,0.062240474,0.009913967,0.448318664,-3826.649469,-0.005578861,0.413254138
277,277,0.122116205,0.467083654,0.117217992,0.035322635,0.007359983,0.444663073,-3828.693815,0.004898213,0.431761019
278,278,0.110545646,0.460502199,0.126016351,0.034163871,0.007713703,0.45054774,-3828.866701,-0.015470705,0.426338328
279,279,0.126545877,0.452125643,0.129528223,0.005554657,0.006843515,0.449656377,-3828.852924,-0.002982345,0.446570987
280,280,0.124974139,0.427099536,0.137222832,0.005846057,0.009784368,0.454030658,-3826.759041,-0.012248694,0.421253478
281,281,0.127961698,0.422580883,0.137779285,0.00397488,0.009829191,0.450243237,-3826.404647,-0.009817588,0.418606003
282,282,0.136725249,0.42006367,0.148436537,0.002133943,0.009743743,0.445670793,-3827.06588,-0.011711288,0.417929727
283,283,0.139482969,0.427894476,0.150630281,0.015856523,0.009076097,0.433096143,-3826.952796,-0.011147312,0.412037953
284,284,0.145610667,0.417074762,0.155604046,0.013367102,0.008643485,0.430939562,-3826.745969,-0.009993379,0.403707659
285,285,0.143106091,0.42072505,0.145018012,0.010126559,0.008643256,0.434525146,-3825.564867,-0.001911921,0.410598491
286,286,0.139844916,0.430972432,0.140535696,0.03147779,0.010602982,0.438408649,-3827.679012,-0.00069078,0.399494641
287,287,0.135680552,0.435135506,0.143953361,0.02747106,0.009478483,0.434685243,-3826.129329,-0.008272809,0.407664446
288,288,0.140841505,0.432440913,0.147017979,0.024401024,0.010979649,0.458762148,-3829.604378,-0.006176474,0.408039889
289,289,0.142984708,0.441366104,0.145682142,0.022003401,0.00817278,0.447302039,-3825.89036,-0.002697433,0.419362703
290,290,0.139499834,0.440475072,0.148116575,0.014530212,0.008152892,0.460126332,-3827.311473,-0.008616741,0.42594486
291,291,0.145961782,0.449625953,0.149372034,0.009687974,0.008055228,0.465874633,-3826.119195,-0.003410252,0.439937979
292,292,0.142272437,0.443079029,0.156865029,0.000962167,0.007794559,0.464423729,-3826.682233,-0.014592592,0.442116862
293,293,0.152245602,0.446628533,0.150956457,0.021693496,0.008951831,0.46530045,-3828.688317,0.001289145,0.424935036
294,294,0.141047589,0.4665531,0.14860957,0.026070434,0.009585003,0.471851096,-3826.487015,-0.00756198,0.440482665
295,295,0.142692737,0.46797489,0.150167139,0.021855842,0.008817027,0.476541285,-3826.390857,-0.007474402,0.446119048
296,296,0.137399235,0.46624772,0.147213905,0.023495993,0.009883412,0.482721823,-3826.751889,-0.00981467,0.442751728
297,297,0.141380695,0.472582568,0.151122715,0.027202143,0.009485422,0.481387845,-3826.662834,-0.009742019,0.445380425
298,298,0.14266732,0.477047258,0.146261179,0.03531376,0.01157281,0.485884214,-3829.041898,-0.00359386,0.441733498
299,299,0.138013234,0.475993042,0.144607593,0.045065729,0.011461903,0.486233185,-3828.978663,-0.006594359,0.430927312
300,300,0.136324289,0.49626964,0.147578834,0.059835912,0.012540928,0.488093103,-3829.162825,-0.011254546,0.436433728
301,301,0.135555316,0.490489216,0.147212347,0.045608914,0.01222393,0.510931673,-3831.292244,-0.011657031,0.444880303
302,302,0.138689023,0.497153563,0.150142986,0.042417299,0.011239089,0.499845715,-3828.395145,-0.011453963,0.454736264
303,303,0.133472959,0.50450093,0.149942278,0.061572367,0.013986865,0.502747598,-3831.311215,-0.016469319,0.442928562
304,304,0.137229774,0.500080521,0.151432696,0.053473477,0.01140337,0.49925842,-3828.942223,-0.014202922,0.446607044
305,305,0.135766165,0.504199118,0.153395333,0.05726972,0.011596212,0.498733891,-3829.444729,-0.017629168,0.446929398
306,306,0.142008255,0.503583207,0.154593802,0.049237472,0.010801951,0.488968855,-3829.454887,-0.012585546,0.454345736
307,307,0.13986938,0.489125758,0.146738847,0.03799759,0.01024816,0.489982413,-3827.612311,-0.006869467,0.451128168
308,308,0.137864966,0.486135723,0.146960497,0.041453096,0.011195752,0.494080291,-3828.070172,-0.009095531,0.444682627
309,309,0.126150803,0.485076722,0.146212506,0.024517311,0.011106512,0.503590245,-3829.009337,-0.020061703,0.460559411
310,310,0.1405902,0.479691513,0.146912959,0.018171368,0.008546208,0.488704587,-3827.429463,-0.006322759,0.461520146
311,311,0.135600414,0.473476865,0.147818115,0.030887556,0.010893366,0.482399698,-3827.501642,-0.0122177,0.442589309
312,312,0.135588235,0.469667107,0.140408653,0.037129,0.012698236,0.486380659,-3829.601862,-0.004820418,0.432538107
313,313,0.124064298,0.46977594,0.138353698,0.030397934,0.010852188,0.484271588,-3827.807623,-0.0142894,0.439378006
314,314,0.128035623,0.474852026,0.139183346,0.035511212,0.010218428,0.470177097,-3827.32556,-0.011147723,0.439340813
315,315,0.124658223,0.469705499,0.126451375,0.037980318,0.010432556,0.464889383,-3827.14197,-0.001793152,0.43172518
316,316,0.122386312,0.467057393,0.126631846,0.033744851,0.010602008,0.467782077,-3826.969234,-0.004245534,0.433312542
317,317,0.117917833,0.468785044,0.127295669,0.034011064,0.010112725,0.475499521,-3827.14238,-0.009377836,0.434773979
318,318,0.115274477,0.477878424,0.125758811,0.039146209,0.01010374,0.476938198,-3827.271357,-0.010484334,0.438732214
319,319,0.129592668,0.47537277,0.140208581,0.034717411,0.010529115,0.482395703,-3827.071895,-0.010615913,0.440655359
320,320,0.135308471,0.480511681,0.141321015,0.05121029,0.011767855,0.492273326,-3830.864336,-0.006012544,0.429301391
321,321,0.134953584,0.493995967,0.149434316,0.048836542,0.011638587,0.494597211,-3828.604329,-0.014480732,0.445159425
322,322,0.131694193,0.493441811,0.142372495,0.048923076,0.011008388,0.476532062,-3829.227455,-0.010678302,0.444518735
323,323,0.135412091,0.493656497,0.145035241,0.053285099,0.008849713,0.477558864,-3827.796422,-0.00962315,0.440371398
324,324,0.136753508,0.492457177,0.14303961,0.051484314,0.00942087,0.469113432,-3827.365648,-0.006286101,0.440972862
325,325,0.139316386,0.484597106,0.140657513,0.059603508,0.009139093,0.455257196,-3826.804155,-0.001341127,0.424993598
326,326,0.139331822,0.480042692,0.146419016,0.049267646,0.00850594,0.454634329,-3826.504823,-0.007087194,0.430775046
327,327,0.139643955,0.477454581,0.139241644,0.049194388,0.008990105,0.464238278,-3827.608641,0.00040231,0.428260193
328,328,0.132017794,0.478079281,0.137940646,0.034735688,0.007176694,0.455080391,-3828.389259,-0.005922853,0.443343593
329,329,0.141240939,0.465304657,0.143215113,0.027811516,0.007664853,0.46594624,-3827.540922,-0.001974174,0.437493141
330,330,0.13245201,0.463807832,0.130671991,0.018944205,0.008742576,0.477431635,-3827.790233,0.001780019,0.444863627
331,331,0.119451167,0.46924607,0.130480214,0.02193401,0.009934634,0.482372093,-3826.873193,-0.011029047,0.44731206
332,332,0.127713689,0.463119777,0.132241343,0.021642959,0.010631603,0.485950413,-3827.311251,-0.004527653,0.441476818
333,333,0.121282622,0.466219475,0.126756229,0.019882945,0.008999445,0.466979071,-3827.286494,-0.005473608,0.44633653
334,334,0.121682896,0.463009076,0.127744452,0.023942992,0.008312928,0.459338658,-3826.575537,-0.006061556,0.439066084
335,335,0.114960023,0.452077667,0.123546332,0.008997548,0.008229038,0.460573801,-3826.975105,-0.00858631,0.443080119
336,336,0.106502482,0.454426121,0.111554916,0.003102444,0.008037094,0.485761852,-3830.02969,-0.005052433,0.451323677
337,337,0.100352817,0.475155926,0.105588017,0.012547866,0.008316902,0.476876941,-3830.873135,-0.0052352,0.46260806
338,338,0.10928522,0.465664254,0.129316812,0.016433348,0.009540808,0.486085546,-3828.970831,-0.020031593,0.449230906
339,339,0.128285339,0.468833691,0.148654708,0.017997989,0.009399128,0.48027895,-3828.519628,-0.020369369,0.450835702
340,340,0.135596138,0.464341876,0.139651683,0.01996122,0.008692811,0.467036036,-3826.592616,-0.004055545,0.444380656
341,341,0.135459768,0.453025799,0.141460404,0.018715734,0.009547678,0.468094027,-3825.997922,-0.006000636,0.434310066
342,342,0.13421805,0.456122207,0.138202109,0.022032444,0.009274566,0.454964213,-3826.91821,-0.003984059,0.434089764
343,343,0.131443413,0.45028203,0.140920919,0.029708409,0.009290396,0.456557114,-3826.54065,-0.009477505,0.42057362
344,344,0.136199736,0.450381258,0.138150727,0.029712276,0.009299518,0.458751024,-3826.798188,-0.00195099,0.420668982
345,345,0.129450792,0.462914676,0.134071275,0.035733176,0.008980586,0.461011222,-3826.340037,-0.004620483,0.4271815
346,346,0.132335813,0.468919916,0.14350843,0.039695428,0.009194147,0.458858845,-3826.369831,-0.011172617,0.429224488
347,347,0.13044402,0.472364337,0.137197889,0.040879847,0.009495561,0.458569425,-3826.476609,-0.006753869,0.431484491
348,348,0.126036154,0.467952783,0.138010112,0.039892358,0.008825843,0.452048524,-3826.739222,-0.011973958,0.428060425
349,349,0.134018065,0.468304565,0.138826673,0.040446294,0.009233095,0.460402932,-3826.12123,-0.004808608,0.427858271
350,350,0.135675974,0.466257591,0.14340248,0.035050642,0.01074999,0.477561876,-3827.411726,-0.007726505,0.431206949
351,351,0.146429422,0.472285953,0.160202904,0.039005087,0.009717897,0.465208834,-3827.297742,-0.013773483,0.433280866
352,352,0.149029595,0.47067988,0.157246222,0.04103719,0.010252328,0.464657113,-3827.1612,-0.008216627,0.42964269
353,353,0.14871398,0.462507681,0.158047952,0.036258095,0.008980135,0.458772878,-3826.364713,-0.009333972,0.426249587
354,354,0.150996692,0.461465248,0.160995479,0.035564194,0.009614614,0.453604919,-3827.130267,-0.009998787,0.425901054
355,355,0.150050091,0.456199488,0.151689236,0.032466862,0.008889575,0.447966537,-3826.517803,-0.001639146,0.423732626
356,356,0.143378382,0.455831574,0.151877936,0.033879617,0.008489205,0.444892254,-3825.910329,-0.008499554,0.421951957
357,357,0.149053132,0.451632629,0.160613681,0.034890642,0.009265721,0.451398675,-3826.96853,-0.011560549,0.416741987
358,358,0.153026709,0.446577228,0.154284843,0.028022418,0.009447393,0.443509296,-3827.321251,-0.001258134,0.41855481
359,359,0.14057787,0.442708461,0.139367382,0.030391714,0.010384783,0.446948268,-3827.509134,0.001210488,0.412316747
360,360,0.123979323,0.439506665,0.138434198,0.021375974,0.00872196,0.445030964,-3826.997619,-0.014454875,0.418130691
361,361,0.134704332,0.442695324,0.132958628,0.016756242,0.00723732,0.441660751,-3826.374948,0.001745704,0.425939082
362,362,0.12663073,0.442091059,0.133494891,0.010455325,0.007383126,0.447797672,-3826.033708,-0.006864161,0.431635735
363,363,0.129332567,0.44025428,0.144684975,0.012002631,0.008430989,0.458956461,-3827.438967,-0.015352409,0.428251649
364,364,0.147815182,0.452906146,0.153030193,0.019124503,0.007037365,0.456853363,-3827.031141,-0.005215011,0.433781643
365,365,0.143499355,0.455478562,0.152754781,0.011658889,0.006785033,0.457058586,-3827.294659,-0.009255426,0.443819673
366,366,0.143676645,0.453223984,0.151966143,0.013298041,0.006790654,0.457488924,-3827.003968,-0.008289498,0.439925942
367,367,0.145747018,0.457804746,0.163216314,0.011089988,0.007020067,0.476152977,-3830.102745,-0.017469296,0.446714758
368,368,0.165266634,0.461977929,0.177371715,0.002802303,0.006857725,0.475077528,-3828.461168,-0.012105081,0.459175626
369,369,0.168334828,0.461279725,0.177757724,0.007532481,0.007474717,0.485541134,-3828.551892,-0.009422896,0.453747244
370,370,0.162901326,0.458890153,0.172177952,0.005382095,0.007493086,0.47708003,-3827.227243,-0.009276626,0.453508058
371,371,0.163793608,0.455999526,0.168813205,0.003635538,0.008937987,0.492175407,-3828.211901,-0.005019597,0.452363988
372,372,0.164719785,0.45504181,0.177862248,0.000806775,0.008626064,0.490786232,-3827.879252,-0.013142462,0.454235035
373,373,0.169330715,0.462138291,0.178719351,0.007308015,0.009391003,0.493190051,-3828.133351,-0.009388636,0.454830276
374,374,0.17452886,0.465706111,0.189934968,0.009582807,0.010176197,0.505987242,-3830.424638,-0.015406108,0.456123303
375,375,0.179544635,0.46842824,0.194899806,0.011988899,0.010304762,0.494101457,-3830.451656,-0.015355171,0.456439341
376,376,0.184796769,0.466011973,0.202175234,0.019514742,0.010057493,0.478369246,-3831.663933,-0.017378464,0.446497231
377,377,0.184686498,0.457428969,0.198634906,0.026902437,0.010842235,0.476264019,-3831.263859,-0.013948409,0.430526532
378,378,0.184883597,0.457214157,0.191279164,0.020699011,0.007024544,0.441122775,-3831.469424,-0.006395567,0.436515145
379,379,0.183714099,0.438323166,0.185865809,0.017835822,0.006826293,0.439521673,-3828.257615,-0.002151711,0.420487345
380,380,0.177300474,0.437119338,0.185258448,0.0006256,0.005166727,0.434845676,-3830.939536,-0.007957974,0.436493738
381,381,0.182327873,0.437074682,0.188700825,0.012876068,0.005021056,0.428151518,-3830.486362,-0.006372951,0.424198614
382,382,0.184381092,0.434082585,0.189804218,0.005431801,0.005769248,0.431830127,-3829.414459,-0.005423127,0.428650784
383,383,0.178947625,0.431271061,0.185717773,0.006526481,0.005808011,0.426476049,-3829.23005,-0.006770148,0.424744581
384,384,0.182727027,0.429257992,0.185776166,0.010541417,0.005937015,0.434978738,-3829.0709,-0.003049139,0.418716575
